137,1021007,Kbal Krabei,"E103° 13'' 42.504'"","N13° 27'' 05.330'"",Village,1,102,10210,1021007,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
138,1021008,Srah Chhuk,"E103° 13'' 53.062'"","N13° 27'' 07.162'"",Village,1,102,10210,1021008,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
139,1021009,Srae Prey,"E103° 14'' 16.222'"","N13° 27'' 04.265'"",Village,1,102,10210,1021009,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
140,1021010,Chaek Angkar,"E103° 14'' 51.961'"","N13° 25'' 41.736'"",Village,1,102,10210,1021010,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
141,1021011,Thma Dab,"E103° 14'' 16.963'"","N13° 25'' 09.051'"",Village,1,102,10210,1021011,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
142,10211,Soea,"E102° 55'' 52.878'"","N13° 23'' 23.876'"",Commune,1,102,10211,,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
143,1021101,Ta Mau,"E102° 55'' 44.415'"","N13° 22'' 04.815'"",Village,1,102,10211,1021101,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
144,1021102,Ansam Chek,"E102° 55'' 28.974'"","N13° 22'' 26.941'"",Village,1,102,10211,1021102,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
145,1021103,Tnaot,"E102° 55'' 56.030'"","N13° 22'' 29.895'"",Village,1,102,10211,1021103,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
146,1021104,Buor,"E102° 55'' 58.222'"","N13° 22'' 57.274'"",Village,1,102,10211,1021104,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
147,1021105,Bos Laok,"E102° 55'' 46.310'"","N13° 23'' 18.617'"",Village,1,102,10211,1021105,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
148,1021106,Soea,"E102° 55'' 42.106'"","N13° 23'' 36.118'"",Village,1,102,10211,1021106,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
149,1021107,Boeng Touch,"E102° 55'' 36.085'"","N13° 23'' 48.464'"",Village,1,102,10211,1021107,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
150,1021108,Phlov Damrei Leu,"E102° 55'' 57.368'"","N13° 23'' 54.527'"",Village,1,102,10211,1021108,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
151,1021109,Phlov Damrei Kraom,"E102° 55'' 45.013'"","N13° 24'' 16.971'"",Village,1,102,10211,1021109,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
152,1021110,Ou Soea,"E102° 56'' 33.207'"","N13° 24'' 04.482'"",Village,1,102,10211,1021110,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
153,1021111,Kouk Samraong,"E102° 58'' 59.466'"","N13° 22'' 56.624'"",Village,1,102,10211,1021111,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
154,1021112,Ballangk Chrey,"E102° 48'' 39.689'"","N13° 24'' 34.332'"",Village,1,102,10211,1021112,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
155,1021113,Ou Chuob Thmei,"E102° 47'' 26.686'"","N13° 25'' 02.810'"",Village,1,102,10211,1021113,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
156,10212,Srah Reang,"E103° 04'' 14.971'"","N13° 30'' 20.699'"",Commune,1,102,10212,,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
